id,name,autonomous_community,province,municipality,island,restriction_class,status,confidence,effect_start,effect_end,effect_date,effect_time_note,description,affected_modes,exemptions,road_code,road_reference,direction,planning_relevance,geometry_type,geometry_quality,map_query,source_urls,source_publishers,last_verified,notes
bal-ma-04,Cala Banyalbufar access,Illes Balears,Illes Balears,Banyalbufar,Mallorca,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated at the stated control point.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,Ma-10,Camí des Molí / Cala Banyalbufar access,,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Ma-10, Camí des Molí / Cala Banyalbufar access, Banyalbufar, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-ma-05,Esporles Ma-10 controls,Illes Balears,Illes Balears,Esporles,Mallorca,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated at the stated control point.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,Ma-10,Ma-1100 / Ma-1101 and Ma-10 / Ma-1100 junctions,,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Ma-10, Ma-1100 / Ma-1101 and Ma-10 / Ma-1100 junctions, Esporles, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-ma-06,Valldemossa Ma-10 access,Illes Balears,Illes Balears,Valldemossa,Mallorca,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated at the stated control point.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,Ma-10,Ma-10 from Ma-1130,,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Ma-10, Ma-10 from Ma-1130, Valldemossa, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-ma-07,Deià coastal accesses,Illes Balears,Illes Balears,Deià,Mallorca,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated at the stated control point.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,Ma-10,"Camí de Sa Cala, Cala Deià road and Sa Foradada access",,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Ma-10, Camí de Sa Cala, Cala Deià road and Sa Foradada access, Deià, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-ma-08,Sóller Ma-10 controls,Illes Balears,Illes Balears,Sóller,Mallorca,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated at the stated control point.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,Ma-10,Monument roundabout and Ma-10 / Ma-11 junction,,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Ma-10, Monument roundabout and Ma-10 / Ma-11 junction, Sóller, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-ma-09,Fornalutx Ma-10 access,Illes Balears,Illes Balears,Fornalutx,Mallorca,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated at the stated control point.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,Ma-10,"Diversion at km 47.500, junction with Ma-2120",,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Ma-10, Diversion at km 47.500, junction with Ma-2120, Fornalutx, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-ma-10,Escorca Ma-10 access,Illes Balears,Illes Balears,Escorca,Mallorca,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated at the stated control point.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,Ma-10,Ma-2141 / Ma-10 junction,,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Ma-10, Ma-2141 / Ma-10 junction, Escorca, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-ma-11,Caimari Ma-10 closure,Illes Balears,Illes Balears,Selva,Mallorca,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated at the stated control point.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,Ma-10,Closure from Caimari at Ma-2130 / Creu de Caimari,,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Ma-10, Closure from Caimari at Ma-2130 / Creu de Caimari, Selva, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-ma-12,Formentor access,Illes Balears,Illes Balears,Pollença,Mallorca,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated at the stated control point.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,Ma-2210,Ma-10 km 0 resident-only toward Ma-10; Ma-2210 / Ma-2200 toward Mirador des Colomer and Formentor lighthouse,,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Ma-2210, Ma-10 km 0 resident-only toward Ma-10; Ma-2210 / Ma-2200 toward Mirador des Colomer and Formentor lighthouse, Pollença, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-ma-13,Maioris / Puig de Ros urbanization accesses,Illes Balears,Illes Balears,Llucmajor,Mallorca,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated at the stated control point.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,Ma-6014,km 6.200 and km 7.000,,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Ma-6014, km 6.200 and km 7.000, Llucmajor, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-ma-14,Cap Blanc access,Illes Balears,Illes Balears,Llucmajor,Mallorca,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated at the stated control point.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,Ma-6014,km 18.000,,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Ma-6014, km 18.000, Llucmajor, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-ma-15,Santuari de Cura ascent,Illes Balears,Illes Balears,Algaida,Mallorca,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated at the stated control point.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,Ma-5018,Restriction from start of Ma-5018,,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Ma-5018, Restriction from start of Ma-5018, Algaida, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-ma-16,Platja de Palma road and parking controls,Illes Balears,Illes Balears,Palma,Mallorca,motor_vehicle_access_control,confirmed,high,2026-08-12T08:00:00+02:00,,,"08:00–12:00 accredited access only; from 12:00 wider vehicle closure, subject to published exceptions.","Traffic and parking are restricted in Platja de Palma; Ma-19 exits 6, 7A, 8, 11 and 12 toward Llucmajor are closed under the staged access regime.",car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,Ma-19,"Exits 6, 7A, 8, 11 and 12 toward Llucmajor; wider beach-zone controls",,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Ma-19, Exits 6, 7A, 8, 11 and 12 toward Llucmajor; wider beach-zone controls, Palma, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-ma-17,Puig de Sant Salvador ascent,Illes Balears,Illes Balears,Felanitx,Mallorca,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated at the stated control point.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,Ma-4011,km 1.000,,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Ma-4011, km 1.000, Felanitx, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-ma-18,Ermita de Betlem access,Illes Balears,Illes Balears,Artà,Mallorca,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated at the stated control point.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,Ma-3333,km 5.000,,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Ma-3333, km 5.000, Artà, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-ma-19,Ermita de Bonany ascent,Illes Balears,Illes Balears,Petra,Mallorca,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated at the stated control point.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,,Start of ascent at Camí de Son Torrat,,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Start of ascent at Camí de Son Torrat, Petra, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-ma-20,Faro de ses Salines access,Illes Balears,Illes Balears,Ses Salines,Mallorca,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated at the stated control point.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,Ma-6110,Restriction from start of road,,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Ma-6110, Restriction from start of road, Ses Salines, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-ma-21,Es Trenc / Ses Covetes / Salines beach access,Illes Balears,Illes Balears,Campos,Mallorca,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated at the stated control point.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,Ma-6040,approximately km 9.000,,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Ma-6040, approximately km 9.000, Campos, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-me-01,Camí de Tramuntana access,Illes Balears,Illes Balears,Es Mercadal,Menorca,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,Me-15,Es Mercadal – Me-15,,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Me-15, Es Mercadal – Me-15, Es Mercadal, Menorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-me-02,Faro de Cavalleria access,Illes Balears,Illes Balears,Es Mercadal,Menorca,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,CF-3,Camí de Tramuntana – Faro de Cavalleria,,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"CF-3, Camí de Tramuntana – Faro de Cavalleria, Es Mercadal, Menorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-me-03,El Toro access,Illes Balears,Illes Balears,Es Mercadal,Menorca,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,Me-13,Es Mercadal – El Toro,,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Me-13, Es Mercadal – El Toro, Es Mercadal, Menorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-me-04,Faro de Punta Nati access and parking,Illes Balears,Illes Balears,Ciutadella,Menorca,motor_vehicle_access_control,confirmed,high,2026-08-12T08:00:00+02:00,,,Vehicle access and parking closed from 08:00.,Vehicle access to Punta Nati lighthouse and its parking area is closed from 08:00.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,CF-5,RC-1 – Faro de Punta Nati,,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"CF-5, RC-1 – Faro de Punta Nati, Ciutadella, Menorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-ib-01,Cala d'Hort access,Illes Balears,Illes Balears,Sant Josep de sa Talaia,Eivissa,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated at the stated control point.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,,"Cala Vedella local road / Cala d'Hort local road, km 4.300",,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Cala d'Hort access, Cala Vedella local road / Cala d'Hort local road, km 4.300, Ibiza, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-ib-02,Cala Comte access,Illes Balears,Illes Balears,Sant Josep de sa Talaia,Eivissa,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated at the stated control point.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,EI-701,km 4.500,,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Cala Comte access, EI-701, km 4.500, Ibiza, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-ib-03,Cala Molí access,Illes Balears,Illes Balears,Sant Josep de sa Talaia,Eivissa,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated at the stated control point.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,,"Cala Molí road / Cala Tarida intersection, km 3.600",,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Cala Molí access, Cala Molí road / Cala Tarida intersection, km 3.600, Ibiza, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-ib-04,Cala Bassa access,Illes Balears,Illes Balears,Sant Josep de sa Talaia,Eivissa,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated at the stated control point.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,EI-702,"EI-702 / Cala Bassa road intersection, km 1.900",,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"Cala Bassa access, EI-702, EI-702 / Cala Bassa road intersection, km 1.900, Ibiza, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-fo-01,Cap de Barbaria / Cala Saona access,Illes Balears,Illes Balears,Formentera,Formentera,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access will be closed or regulated at the PM-820-1 control point.,car; motorcycle; moped,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,PM-820-1,"km 2.500, junction toward Cap de Barbaria and Cala Saona",,private_vehicle_access_restricted,,official_road_reference_no_coordinates,"PM-820-1 km 2.5 Cap de Barbaria Cala Saona, Formentera, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-special-01,Bosque de Bellver,Illes Balears,Illes Balears,Palma,Mallorca,site_closure,confirmed,high,2026-08-12T00:00:00+02:00,2026-08-12T23:59:59+02:00,,Closed all day.,The forest is closed for the entire day.,pedestrian; vehicle_access; eclipse_observation,,,,,viewing_location_unavailable,,not_published,"Bosque de Bellver, Palma, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-special-02,Santa Ponça access control,Illes Balears,Illes Balears,Calvià,Mallorca,capacity_based_access_closure,confirmed,high,2026-08-11,,,Device starts 24 hours before the eclipse; access closes when capacity is reached.,Access is controlled and will close when the official observation zone reaches maximum capacity.,vehicle_access,residents; persons with justified accredited travel,,,,access_may_close_before_arrival,,not_published,"Santa Ponça, Calvià, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-special-03,Puig de sa Morisca,Illes Balears,Illes Balears,Calvià,Mallorca,site_access_prohibited,confirmed,high,,,2026-08-12,"Part of the Santa Ponça device, active from 11 August.",Public access is not permitted under the Santa Ponça / Calvià eclipse device.,pedestrian; vehicle_access; eclipse_observation,"residents and justified accredited travel, where applicable",,,,viewing_location_unavailable,,not_published,"Puig de sa Morisca, Calvià, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-special-04,El Toro viewpoints (Calvià),Illes Balears,Illes Balears,Calvià,Mallorca,site_access_prohibited,confirmed,high,,,2026-08-12,"Part of the Santa Ponça device, active from 11 August.",Public access is not permitted under the Santa Ponça / Calvià eclipse device.,pedestrian; vehicle_access; eclipse_observation,"residents and justified accredited travel, where applicable",,,,viewing_location_unavailable,,not_published,"El Toro viewpoints (Calvià), Calvià, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-special-05,Illes Malgrats viewpoints,Illes Balears,Illes Balears,Calvià,Mallorca,site_access_prohibited,confirmed,high,,,2026-08-12,"Part of the Santa Ponça device, active from 11 August.",Public access is not permitted under the Santa Ponça / Calvià eclipse device.,pedestrian; vehicle_access; eclipse_observation,"residents and justified accredited travel, where applicable",,,,viewing_location_unavailable,,not_published,"Illes Malgrats viewpoints, Calvià, Mallorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
bal-special-06,Ciutadella official observation-zone roads,Illes Balears,Illes Balears,Ciutadella,Menorca,traffic_closure,confirmed,high,2026-08-12T17:00:00+02:00,,,May start earlier depending on attendance.,"Traffic closes in the official observation zones: Cala en Blanes, Son Oleo–Son Blanc, Cala Blanca zones B and C, and the Cap d'Artrutx seafront.",vehicle_access,accredited residents; persons with an accredited home in the restricted zone; accredited workers; public transport; hotel/accommodation guests under published conditions; restaurant customers with reservation and assured parking; emergency and essential public services; other vehicles specifically authorized by the competent authority,,,,vehicle_access_to_viewing_zones_closed,,not_published,"Ciutadella official eclipse observation zones, Menorca, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,2026-08-02T09:30:00+02:00,
cat-traffic-01,AP-7 southbound Martorell–Ulldecona,Catalunya,"[""Barcelona"", ""Tarragona""]",,,heavy_vehicle_circulation_ban,confirmed,high,2026-08-12T14:00:00+02:00,2026-08-13T00:00:00+02:00,,,Heavy vehicles are prohibited from circulating southbound on the AP-7 between Martorell and Ulldecona.,heavy_goods_vehicle,,AP-7,Martorell–Ulldecona,southbound,passenger_cars_not_directly_restricted,,not_published,"AP-7 Martorell Ulldecona, Catalonia, Spain",https://web.gencat.cat/ca/inici/actualitat/dispositiu-eclpisi-solar-12-agost,Generalitat de Catalunya,2026-08-02T09:30:00+02:00,
