id,name,autonomous_community,province,municipality,restriction_type,restriction_class,status,confidence,effect_start,effect_end,effect_date,effect_time_note,description,affected_transport_modes,affected_modes,exemptions,road_code,road_location_reference,road_reference,direction,planning_relevance,geometry_quality,map_query,source_urls,source_publisher,source_publishers,verification_timestamp,last_verified,notes
bal-ma-19,Ermita de Bonany ascent,Illes Balears,Illes Balears,Petra,motor_vehicle_access_control,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,2026-08-12,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access is closed or regulated under the Balearic eclipse traffic plan.,car;motorcycle;moped,car;motorcycle;moped,accredited residents/property access;accredited workers;public transport;qualified accommodation/restaurant access;emergency/essential services;specifically authorized vehicles,,start of ascent at Camí de Son Torrat,start of ascent at Camí de Son Torrat,,private_vehicle_access_restricted,official_road_reference_no_coordinates,"Ermita de Bonany ascent, Petra, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,Govern de les Illes Balears,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
bal-ma-20,Faro de ses Salines access,Illes Balears,Illes Balears,Ses Salines,motor_vehicle_access_control,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,2026-08-12,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access is closed or regulated under the Balearic eclipse traffic plan.,car;motorcycle;moped,car;motorcycle;moped,accredited residents/property access;accredited workers;public transport;qualified accommodation/restaurant access;emergency/essential services;specifically authorized vehicles,Ma-6110,restriction from start of road,restriction from start of road,,private_vehicle_access_restricted,official_road_reference_no_coordinates,"Faro de ses Salines access, Ses Salines, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,Govern de les Illes Balears,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
bal-ma-21,Es Trenc / Ses Covetes / Salines beach access,Illes Balears,Illes Balears,Campos,motor_vehicle_access_control,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,2026-08-12,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access is closed or regulated under the Balearic eclipse traffic plan.,car;motorcycle;moped,car;motorcycle;moped,accredited residents/property access;accredited workers;public transport;qualified accommodation/restaurant access;emergency/essential services;specifically authorized vehicles,Ma-6040,approximately km 9.000,approximately km 9.000,,private_vehicle_access_restricted,official_road_reference_no_coordinates,"Es Trenc / Ses Covetes / Salines beach access, Campos, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,Govern de les Illes Balears,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
bal-ma-formentor-seasonal-01,Ma-2210 access to Formentor lighthouse (ordinary 2026 summer regime),Illes Balears,Illes Balears,Pollença,seasonal_motor_vehicle_access_ban,seasonal_motor_vehicle_access_ban,confirmed_existing,high,2026-08-12T10:00:00+02:00,2026-08-12T22:00:00+02:00,2026-08-12,,Ordinary 2026 summer regulation allows only authorized vehicles on the lighthouse section from 10:00 to 22:00; the DGT notes eclipse-specific measures may modify this regime.,private_motor_vehicle,private_motor_vehicle,TIB shuttle;authorized residents;cycles;emergency/services;eligible PMR vehicles,Ma-2210,"lighthouse section, barrier at PK 8+700","lighthouse section, barrier at PK 8+700",,private_car_access_unavailable_even_before_special_eclipse_controls,authority_named_place_no_boundary,"Ma-2210 access to Formentor lighthouse (ordinary 2026 summer regime), Pollença, Spain",https://www.dgt.es/export/sites/web-DGT/.galleries/downloads/estado-del-trafico/rutas-de-interes/2026_Formentor_ESP.pdf,DGT,DGT,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,Stopping/parking outside marked white parking spaces is also sanctionable under the published Formentor regime.
bal-me-01,Camí de Tramuntana access,Illes Balears,Illes Balears,Es Mercadal,motor_vehicle_access_control,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,2026-08-12,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access is closed or regulated under the Balearic eclipse traffic plan.,car;motorcycle;moped,car;motorcycle;moped,accredited residents/property access;accredited workers;public transport;qualified accommodation/restaurant access;emergency/essential services;specifically authorized vehicles,Me-15,Es Mercadal – Me-15,Es Mercadal – Me-15,,private_vehicle_access_restricted,official_road_reference_no_coordinates,"Camí de Tramuntana access, Es Mercadal, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,Govern de les Illes Balears,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
bal-me-02,Faro de Cavalleria access,Illes Balears,Illes Balears,Es Mercadal,motor_vehicle_access_control,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,2026-08-12,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access is closed or regulated under the Balearic eclipse traffic plan.,car;motorcycle;moped,car;motorcycle;moped,accredited residents/property access;accredited workers;public transport;qualified accommodation/restaurant access;emergency/essential services;specifically authorized vehicles,CF-3,Camí de Tramuntana – Faro de Cavalleria,Camí de Tramuntana – Faro de Cavalleria,,private_vehicle_access_restricted,official_road_reference_no_coordinates,"Faro de Cavalleria access, Es Mercadal, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,Govern de les Illes Balears,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
bal-me-03,El Toro access,Illes Balears,Illes Balears,Es Mercadal,motor_vehicle_access_control,motor_vehicle_access_control,confirmed,high,2026-08-12T15:00:00+02:00,2026-08-12T21:00:00+02:00,2026-08-12,"Controls may begin earlier or continue later for safety, congestion or full parking.",Motor-vehicle access is closed or regulated under the Balearic eclipse traffic plan.,car;motorcycle;moped,car;motorcycle;moped,accredited residents/property access;accredited workers;public transport;qualified accommodation/restaurant access;emergency/essential services;specifically authorized vehicles,Me-13,Es Mercadal – El Toro,Es Mercadal – El Toro,,private_vehicle_access_restricted,official_road_reference_no_coordinates,"El Toro access, Es Mercadal, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,Govern de les Illes Balears,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
bal-me-04,Faro de Punta Nati access and parking,Illes Balears,Illes Balears,Ciutadella,motor_vehicle_access_control,motor_vehicle_access_control,confirmed,high,2026-08-12T08:00:00+02:00,,2026-08-12,Vehicle access and the Punta Nati parking area close from 08:00.,Motor-vehicle access is closed or regulated under the Balearic eclipse traffic plan.,car;motorcycle;moped,car;motorcycle;moped,accredited residents/property access;accredited workers;public transport;qualified accommodation/restaurant access;emergency/essential services;specifically authorized vehicles,CF-5,RC-1 – Faro de Punta Nati,RC-1 – Faro de Punta Nati,,private_vehicle_access_restricted,official_road_reference_no_coordinates,"Faro de Punta Nati access and parking, Ciutadella, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,Govern de les Illes Balears,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
bal-special-01,Bosque de Bellver,Illes Balears,Illes Balears,Palma,site_closure,site_closure,confirmed,high,2026-08-12T00:00:00+02:00,2026-08-12T23:59:59+02:00,2026-08-12,,Closed all day.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,accredited residents/property access;accredited workers;public transport;qualified accommodation/restaurant access;emergency/essential services;specifically authorized vehicles,,,,,viewing_location_unavailable_or_vehicle_access_restricted,authority_named_place_no_boundary,"Bosque de Bellver, Palma, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,Govern de les Illes Balears,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
bal-special-02,Santa Ponça access control,Illes Balears,Illes Balears,Calvià,capacity_based_access_closure,capacity_based_access_closure,confirmed,high,2026-08-11T00:00:00+02:00,,2026-08-12,,Access controls start 24 hours before the eclipse and close when official capacity is reached.,vehicle_access,vehicle_access,accredited residents/property access;accredited workers;public transport;qualified accommodation/restaurant access;emergency/essential services;specifically authorized vehicles,,,,,viewing_location_unavailable_or_vehicle_access_restricted,authority_named_place_no_boundary,"Santa Ponça access control, Calvià, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,Govern de les Illes Balears,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
bal-special-03,Puig de sa Morisca,Illes Balears,Illes Balears,Calvià,site_access_prohibited,site_access_prohibited,confirmed,high,,,2026-08-12,,Public access prohibited under the Santa Ponça device.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,accredited residents/property access;accredited workers;public transport;qualified accommodation/restaurant access;emergency/essential services;specifically authorized vehicles,,,,,viewing_location_unavailable_or_vehicle_access_restricted,authority_named_place_no_boundary,"Puig de sa Morisca, Calvià, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,Govern de les Illes Balears,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
bal-special-04,El Toro viewpoints (Calvià),Illes Balears,Illes Balears,Calvià,site_access_prohibited,site_access_prohibited,confirmed,high,,,2026-08-12,,Public access prohibited under the Santa Ponça device.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,accredited residents/property access;accredited workers;public transport;qualified accommodation/restaurant access;emergency/essential services;specifically authorized vehicles,,,,,viewing_location_unavailable_or_vehicle_access_restricted,authority_named_place_no_boundary,"El Toro viewpoints (Calvià), Calvià, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,Govern de les Illes Balears,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
bal-special-05,Illes Malgrats viewpoints,Illes Balears,Illes Balears,Calvià,site_access_prohibited,site_access_prohibited,confirmed,high,,,2026-08-12,,Public access prohibited under the Santa Ponça device.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,accredited residents/property access;accredited workers;public transport;qualified accommodation/restaurant access;emergency/essential services;specifically authorized vehicles,,,,,viewing_location_unavailable_or_vehicle_access_restricted,authority_named_place_no_boundary,"Illes Malgrats viewpoints, Calvià, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,Govern de les Illes Balears,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
bal-special-06,Ciutadella official observation-zone roads,Illes Balears,Illes Balears,Ciutadella,traffic_closure,traffic_closure,confirmed,high,2026-08-12T17:00:00+02:00,,2026-08-12,,"Traffic closes in Cala en Blanes, Son Oleo–Son Blanc, Cala Blanca B/C and Cap d'Artrutx seafront observation zones; may begin earlier.",vehicle_access,vehicle_access,accredited residents/property access;accredited workers;public transport;qualified accommodation/restaurant access;emergency/essential services;specifically authorized vehicles,,,,,viewing_location_unavailable_or_vehicle_access_restricted,authority_named_place_no_boundary,"Ciutadella official observation-zone roads, Ciutadella, Spain",https://www.caib.es/webgoib/es/-/mesures-de-control-restricci%C3%B3-i-tancament-3,Govern de les Illes Balears,Govern de les Illes Balears,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
cantabria-fire-01,Entire territory of Cantabria,Cantabria,Cantabria,,fire_related_activity_suspension,fire_related_activity_suspension,confirmed,high,2026-08-11T12:00:00+02:00,2026-08-13T12:00:00+02:00,2026-08-12,,Activities involving use of fire are suspended as an eclipse-period wildfire-prevention measure; this is not a general forest-entry ban.,activities_using_fire,activities_using_fire,,,,,,viewing_access_not_banned_activity_only,authority_named_place_no_boundary,"Entire territory of Cantabria, Cantabria, Spain",https://noticias.juridicas.com/base_datos/CCAA/1003100-r-desarrollo-rural-ganaderia-pesca-y-alimentacion-12-jun-2026-ca-cantabria.html,Gobierno de Cantabria / legal republication,Gobierno de Cantabria / legal republication,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
cantabria-obs-01,Costa Quebrada (Cabo Mayor–Liéncres),Cantabria,Cantabria,Santander/Piélagos,private_vehicle_access_restriction,private_vehicle_access_restriction,reported_government_measure,high,,,2026-08-12,,Private-vehicle traffic will be restricted in this preferred eclipse observation zone and shuttle access will be provided under the regional emergency plan.,private_motor_vehicle,private_motor_vehicle,,,,,,private_car_access_restricted,authority_named_place_no_boundary,"Costa Quebrada (Cabo Mayor–Liéncres), Santander/Piélagos, Spain",https://cadenaser.com/cantabria/2026/07/20/cantabria-identifica-cinco-zonas-preferentes-para-observar-el-eclipse-de-sol-radio-santander/,Cadena SER / EFE quoting Gobierno de Cantabria,Cadena SER / EFE quoting Gobierno de Cantabria,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
cantabria-obs-02,Peña Cabarga,Cantabria,Cantabria,Medio Cudeyo,private_vehicle_access_restriction,private_vehicle_access_restriction,reported_government_measure,high,,,2026-08-12,,Private-vehicle traffic will be restricted in this preferred eclipse observation zone and shuttle access will be provided under the regional emergency plan.,private_motor_vehicle,private_motor_vehicle,,,,,,private_car_access_restricted,authority_named_place_no_boundary,"Peña Cabarga, Medio Cudeyo, Spain",https://cadenaser.com/cantabria/2026/07/20/cantabria-identifica-cinco-zonas-preferentes-para-observar-el-eclipse-de-sol-radio-santander/,Cadena SER / EFE quoting Gobierno de Cantabria,Cadena SER / EFE quoting Gobierno de Cantabria,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
cantabria-obs-03,Ajo observation area,Cantabria,Cantabria,Bareyo,private_vehicle_access_restriction,private_vehicle_access_restriction,reported_government_measure,high,,,2026-08-12,,Private-vehicle traffic will be restricted in this preferred eclipse observation zone and shuttle access will be provided under the regional emergency plan.,private_motor_vehicle,private_motor_vehicle,,,,,,private_car_access_restricted,authority_named_place_no_boundary,"Ajo observation area, Bareyo, Spain",https://cadenaser.com/cantabria/2026/07/20/cantabria-identifica-cinco-zonas-preferentes-para-observar-el-eclipse-de-sol-radio-santander/,Cadena SER / EFE quoting Gobierno de Cantabria,Cadena SER / EFE quoting Gobierno de Cantabria,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
cantabria-obs-04,Suances observation area,Cantabria,Cantabria,Suances,private_vehicle_access_restriction,private_vehicle_access_restriction,reported_government_measure,high,,,2026-08-12,,Private-vehicle traffic will be restricted in this preferred eclipse observation zone and shuttle access will be provided under the regional emergency plan.,private_motor_vehicle,private_motor_vehicle,,,,,,private_car_access_restricted,authority_named_place_no_boundary,"Suances observation area, Suances, Spain",https://cadenaser.com/cantabria/2026/07/20/cantabria-identifica-cinco-zonas-preferentes-para-observar-el-eclipse-de-sol-radio-santander/,Cadena SER / EFE quoting Gobierno de Cantabria,Cadena SER / EFE quoting Gobierno de Cantabria,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
cantabria-obs-05,Páramo de La Lora,Cantabria,Cantabria,Valderredible,private_vehicle_access_restriction,private_vehicle_access_restriction,reported_government_measure,high,,,2026-08-12,,Private-vehicle traffic will be restricted in this preferred eclipse observation zone and shuttle access will be provided under the regional emergency plan.,private_motor_vehicle,private_motor_vehicle,,,,,,private_car_access_restricted,authority_named_place_no_boundary,"Páramo de La Lora, Valderredible, Spain",https://cadenaser.com/cantabria/2026/07/20/cantabria-identifica-cinco-zonas-preferentes-para-observar-el-eclipse-de-sol-radio-santander/,Cadena SER / EFE quoting Gobierno de Cantabria,Cadena SER / EFE quoting Gobierno de Cantabria,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
cat-access-01,Municipal access-regulation zone: lower Ebro and mountain sites,Catalunya,Tarragona,L'Ampolla;L'Aldea;Deltebre;Sant Jaume d'Enveja;Amposta;La Ràpita;Alforja;Vilanova de Prades,access_regulation_announced,access_regulation_announced,confirmed_framework_details_pending,medium,,,2026-08-12,,"Special access regulation, dedicated parking and walking routes are announced in the named municipalities; exact local control points/hours are not all published.",vehicle_access;parking,vehicle_access;parking,,,,,,local_access_controls_expected,authority_named_place_no_boundary,"Municipal access-regulation zone: lower Ebro and mountain sites, L'Ampolla;L'Aldea;Deltebre;Sant Jaume d'Enveja;Amposta;La Ràpita;Alforja;Vilanova de Prades, Spain",https://web.gencat.cat/ca/inici/actualitat/dispositiu-eclpisi-solar-12-agost,Generalitat de Catalunya,Generalitat de Catalunya,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
cat-gi-capcreus-01,Road Cadaqués–Faro de Cap de Creus,Catalunya,Girona,Cadaqués,seasonal_motor_vehicle_access_ban,seasonal_motor_vehicle_access_ban,confirmed_existing,high,2026-08-12T09:30:00+02:00,2026-08-12T21:30:00+02:00,2026-08-12,,"As part of the 2026 seasonal regulation, cars and motorcycles may not use the road between Cadaqués and the Cap de Creus lighthouse during the stated hours every day in August.",car;motorcycle,car;motorcycle,,,Cadaqués–Faro de Cap de Creus,Cadaqués–Faro de Cap de Creus,,private_car_access_unavailable_during_eclipse,authority_named_place_no_boundary,"Road Cadaqués–Faro de Cap de Creus, Cadaqués, Spain",https://parcsnaturals.gencat.cat/es/xarxa-de-parcs/cap-creus/gaudeix-del-parc/com-accedir-hi/index.html,Parcs Naturals de Catalunya / Generalitat de Catalunya,Parcs Naturals de Catalunya / Generalitat de Catalunya,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
cat-site-01,Observatori de l'Ebre,Catalunya,Tarragona,Roquetes,site_closure,site_closure,confirmed,high,,,2026-08-12,,The observatory will remain closed to the public on eclipse day because of limited capacity.,public_entry;eclipse_observation,public_entry;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Observatori de l'Ebre, Roquetes, Spain",https://observatoriebre.gencat.cat/en/detalls/noticia/20250527-eclipsi-solar-total-2026,Observatori de l'Ebre / Generalitat de Catalunya,Observatori de l'Ebre / Generalitat de Catalunya,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
cat-t-prades-camping-01,Prades municipality,Catalunya,Tarragona,Prades,camping_prohibition,camping_prohibition,reported_confirmed,high,,,2026-08-12,,Camping is prohibited throughout the municipal area under the eclipse plan.,camping,camping,,,,,,wild_camping_unavailable,authority_named_place_no_boundary,"Prades municipality, Prades, Spain",https://www.diaridetarragona.com/reus/266543/prades-blinda-eclipse-12-agosto-parking-reserva-espacios-naturales-cerrados_amp.html,Diari de Tarragona quoting Ayuntamiento de Prades,Diari de Tarragona quoting Ayuntamiento de Prades,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
cat-t-prades-forestroads-01,All forest/rural roads in Prades municipality,Catalunya,Tarragona,Prades,forest_road_closure,forest_road_closure,reported_confirmed,high,,,2026-08-12,,All forest/rural roads in the municipality are to be closed/restricted to prevent access to natural areas and reduce wildfire/crowding risk.,motor_vehicle,motor_vehicle,,,,,,forest_vehicle_access_unavailable,authority_named_place_no_boundary,"All forest/rural roads in Prades municipality, Prades, Spain",https://www.diaridetarragona.com/reus/266543/prades-blinda-eclipse-12-agosto-parking-reserva-espacios-naturales-cerrados_amp.html,Diari de Tarragona quoting Ayuntamiento de Prades,Diari de Tarragona quoting Ayuntamiento de Prades,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
cat-t-prades-natural-01,Pla de la Guàrdia and Ermita de l'Abellera surroundings,Catalunya,Tarragona,Prades,natural_area_access_restriction,natural_area_access_restriction,reported_confirmed,high,,,2026-08-12,,These forest/natural areas are specifically identified as restricted to prevent concentrations in woodland.,public_access;vehicle_access,public_access;vehicle_access,,,,,,viewing_location_unavailable_or_restricted,authority_named_place_no_boundary,"Pla de la Guàrdia and Ermita de l'Abellera surroundings, Prades, Spain",https://www.diaridetarragona.com/reus/266543/prades-blinda-eclipse-12-agosto-parking-reserva-espacios-naturales-cerrados_amp.html,Diari de Tarragona quoting Ayuntamiento de Prades,Diari de Tarragona quoting Ayuntamiento de Prades,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
cat-t-prades-parking-01,Prades eclipse parking,Catalunya,Tarragona,Prades,reservation_only_parking_and_conditional_town_access,reservation_only_parking_and_conditional_town_access,reported_confirmed,high,,,2026-08-12,,"Dedicated eclipse parking requires advance reservation and payment. When planned capacity is reached, the municipality intends to ask traffic authorities to divert additional incoming traffic; residents/property owners retain access.",parking;motor_vehicle,parking;motor_vehicle,residents;property owners,,,,,arrival_without_parking_reservation_risky_access_may_close,authority_named_place_no_boundary,"Prades eclipse parking, Prades, Spain",https://www.diaridetarragona.com/reus/266543/prades-blinda-eclipse-12-agosto-parking-reserva-espacios-naturales-cerrados_amp.html,Diari de Tarragona quoting Ayuntamiento de Prades,Diari de Tarragona quoting Ayuntamiento de Prades,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
cat-traffic-01,AP-7 southbound Martorell–Ulldecona,Catalunya,Barcelona;Tarragona,,heavy_vehicle_circulation_ban,heavy_vehicle_circulation_ban,confirmed,high,2026-08-12T14:00:00+02:00,2026-08-13T00:00:00+02:00,2026-08-12,,Heavy vehicles are prohibited southbound between Martorell and Ulldecona.,heavy_goods_vehicle,heavy_goods_vehicle,,AP-7,Martorell–Ulldecona,Martorell–Ulldecona,southbound,passenger_cars_not_directly_restricted,authority_named_place_no_boundary,"AP-7 southbound Martorell–Ulldecona, Barcelona;Tarragona, Spain",https://web.gencat.cat/ca/inici/actualitat/dispositiu-eclpisi-solar-12-agost,Generalitat de Catalunya,Generalitat de Catalunya,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
cat-traffic-02,N-340 Vilafranca del Penedès–Ulldecona,Catalunya,Barcelona;Tarragona,,heavy_vehicle_circulation_ban,heavy_vehicle_circulation_ban,confirmed,high,2026-08-12T14:00:00+02:00,2026-08-13T00:00:00+02:00,2026-08-12,,Heavy-vehicle circulation is restricted on the N-340 between Vilafranca del Penedès and Ulldecona.,heavy_goods_vehicle,heavy_goods_vehicle,,N-340,Vilafranca del Penedès–Ulldecona,Vilafranca del Penedès–Ulldecona,,passenger_cars_not_directly_restricted,authority_named_place_no_boundary,"N-340 Vilafranca del Penedès–Ulldecona, Barcelona;Tarragona, Spain",https://web.gencat.cat/ca/inici/actualitat/dispositiu-eclpisi-solar-12-agost,Generalitat de Catalunya,Generalitat de Catalunya,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
cat-traffic-03,Northbound Ulldecona–El Vendrell heavy-vehicle lane rule,Catalunya,Tarragona,,heavy_vehicle_lane_speed_overtaking_restriction,heavy_vehicle_lane_speed_overtaking_restriction,confirmed,high,2026-08-12T14:00:00+02:00,2026-08-13T00:00:00+02:00,2026-08-12,,"Northbound heavy vehicles must remain in the right lane, travel at no more than 80 km/h and may not overtake.",heavy_goods_vehicle,heavy_goods_vehicle,,,Ulldecona–El Vendrell,Ulldecona–El Vendrell,northbound,passenger_cars_not_directly_restricted,authority_named_place_no_boundary,"Northbound Ulldecona–El Vendrell heavy-vehicle lane rule, Tarragona, Spain",https://web.gencat.cat/ca/inici/actualitat/dispositiu-eclpisi-solar-12-agost,Generalitat de Catalunya,Generalitat de Catalunya,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
cv-cs-castello-beachparking-01,Castelló beach-zone eclipse parking,Comunitat Valenciana,Castellón,Castelló de la Plana,capacity_based_parking_closure,capacity_based_parking_closure,planned_confirmed,medium_high,,,2026-08-12,Destination parking remains open only until capacity is reached.,The two parking areas on avenida Ferrandis Salvador and the San Huberto parking area are designated destination parkings and will cease accepting vehicles when full.,parking;private_motor_vehicle,parking;private_motor_vehicle,,,Avenida Ferrandis Salvador (two parkings); San Huberto parking,Avenida Ferrandis Salvador (two parkings); San Huberto parking,,parking_may_close_when_full,municipal_named_parking_areas_no_coordinates,"Avenida Ferrandis Salvador / San Huberto, Castelló de la Plana, Spain",https://www.ppcastellon.es/Castellon-activa-un-plan-especial-de-movilidad-para-el-eclipse-total-de-sol-del-12-de-agosto-con-el-transporte-publico-como-eje-principal_es_1_24045.html,Municipal-government press communication reproduced by PP Castellón,Municipal-government press communication reproduced by PP Castellón,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,"Source also lists UJI, Recinto de Ferias y Mercados, Carrefour avenida del Mar, calle San Jorge and old Monday-market site as park-and-ride locations."
cv-cs-morella-extraurban-01,Morella extraurban official observation areas,Comunitat Valenciana,Castellón,Morella,reservation_required_access,reservation_required_access,confirmed,high,,,2026-08-12,,Morella's extraurban/peripheral official observation areas require free advance reservation and are subject to each site's capacity; urban zones remain free-access.,public_entry;vehicle_trip_planning,public_entry;vehicle_trip_planning,,,,,,extraurban_official_sites_booking_required,authority_named_place_no_boundary,"Morella extraurban official observation areas, Morella, Spain",https://www.morella.net/morellaturistica/morella-se-prepara-para-el-eclipse-solar-del-12-de-agosto/,Morella Turística / Ayuntamiento de Morella,Morella Turística / Ayuntamiento de Morella,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
cv-cs-onda-castillo-01,Castillo de las 300 Torres eclipse observation area,Comunitat Valenciana,Castellón,Onda,ticketed_capacity_access,ticketed_capacity_access,reported_confirmed,high,,,2026-08-12,,"The castle event is capacity-controlled (1,000 people), access is ticketed/nominative, and available entries are reported exhausted.",public_entry,public_entry,,,,,,official_viewing_site_sold_out,authority_named_place_no_boundary,"Castillo de las 300 Torres eclipse observation area, Onda, Spain",https://cadenaser.com/comunitat-valenciana/2026/08/05/la-generalitat-valenciana-decreta-el-nivel-de-emergencia-2-para-el-12-de-agosto-dia-del-eclipse-radio-castellon/;https://cadenaser.com/comunitat-valenciana/2026/07/23/onda-abre-la-reserva-gratuita-de-entradas-para-disfrutar-del-eclipse-solar-desde-el-castillo-de-las-300-torres-radio-castellon/,Cadena SER Radio Castellón quoting Generalitat/Ayuntamiento de Onda,Cadena SER Radio Castellón quoting Generalitat/Ayuntamiento de Onda,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
cv-cs-parajes-01,Natural sites / parajes naturales in Castellón province,Comunitat Valenciana,Castellón,,natural_area_closure,natural_area_closure,reported_government_measure,high,2026-08-12T00:00:00+02:00,2026-08-12T23:59:59+02:00,2026-08-12,,"The Generalitat announced complete closure of the province's natural sites on 12 August alongside level-3 wildfire pre-emergency, to prevent fires/crowding and preserve emergency access.",public_access;vehicle_access;eclipse_observation,public_access;vehicle_access;eclipse_observation,,,,,,natural_viewing_sites_unavailable,legal_category_boundary_not_published_in_announcement,"Natural sites / parajes naturales in Castellón province, Castellón, Spain",https://cadenaser.com/comunitat-valenciana/2026/08/05/la-generalitat-valenciana-decreta-el-nivel-de-emergencia-2-para-el-12-de-agosto-dia-del-eclipse-radio-castellon/,Cadena SER Radio Castellón quoting Generalitat Valenciana,Cadena SER Radio Castellón quoting Generalitat Valenciana,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
